city,lat,long,state,content
平戶市,33.36889,129.55306,九州,"平戶市位於日本的城市平戶市是位於日本長崎縣西北部的城市，轄區主要位於平戶島，有部分轄區位於九州島北松浦半島的西北端，也因此成為在日本本土上最西端的城市。過去為平戶藩的城下町，在日本鎖國前為日本的主要國際貿易港。
中國明朝大明招討大將軍國姓鄭成功即出生於此，六歲之前都是跟隨母親住在平戶。"
苅田町,33.77472,130.97917,九州,提示： 只顯示繁體中文搜尋結果。你可以在使用偏好中指定搜尋語言
西原町,26.22528,127.76611,九州,"西原町 - Wikipediahttps://ja.wikipedia.org › wiki › 西原町西原町（にしはらちょう）は、沖縄本島の中部を占める中頭郡の町。那覇市の北東約10kmほど ... 地方, 九州地方、沖縄地方. 都道府県, 沖縄県. 郡, 中頭郡.
郡: 中頭郡
総人口: 34,778人; （推計人口、2020年6月1日）
人口密度: 2,187人/km2
町の花: ブーゲンビリア"
志布志市,31.5,131.05,九州,志布志市位於日本九州的城市志布志市是位於日本鹿兒島縣東部的城市，緊鄰志布志灣，成立於2006年1月1日，由曾於郡松山町、志布志町、有明町合併而成。
鹿島市,33.10361,130.10111,九州,查看以下內容的搜尋結果：鹿島市 (位於日本九州的城市)人口： 3.016 萬 (2017 年 2 月 28 日)都/道/府/縣： 佐賀縣
國東市,33.56528,131.73167,九州,國東市位於日本九州的城市國東市是位於日本大分縣東北部國東半島東部的一個城市，於2006年3月31日，由東國東郡國見町、國東町、武藏町及安岐町合併而成。
菊陽町,32.85,130.81667,九州,菊陽町位於日本九州的城鎮菊陽町是位於日本熊本縣中部的一個城鎮，位於熊本市東北方，屬菊池郡。由於距離熊本市中心僅15公里，搭鐵路或巴士可在半小時內抵達，因此逐漸成為熊本市的通勤城市，現為熊本縣內人口成長率最高的行政區。由於位於菊池郡的南側，因此命名為「菊陽」。
日出町,33.36667,131.53333,九州,日出町位於日本九州的城鎮日出町是位於日本大分縣中部，屬速見郡的一個城鎮。由於與鄰近的別府市和杵築市有共同的歷史文化淵源，因此常被合稱為「別杵速見」或「別速杵地區」。近年來逐漸成為大分市、別府市以及臨近的半導體工廠的通勤城市，使得人口呈現成長的趨勢。
水俁市,32.21667,130.4,九州,水俣市位於日本九州的城市水俁市為熊本縣最南端的城市。過去以日本四大公害病之一的水俁病的發生地而聞名，目前環境已有很大改善，同時也是一座溫泉都市。
松浦市,33.33333,129.71667,九州,提示： 只顯示繁體中文搜尋結果。你可以在使用偏好中指定搜尋語言
枕崎市,31.28333,130.31667,九州,"枕崎市位於日本九州的城市枕崎市是位於日本九州薩摩半島南部的一個城市，面向東海，屬於鹿兒島縣。主要市區位於花渡川附近的平原，轄區北部為山區，東西兩側為台地，中間則為花渡川流域的平原。
產業以漁業為主，由於主要漁獲為鰹魚，因此也有柴魚的食品加工產業。"
豐後高田市,33.55,131.45,九州,豐後高田市位於日本九州的城市豐後高田市是位於日本大分縣北部國東半島上的一個城市，接鄰周防灘，生活圈屬於中津都市圈。由於國東半島的地形是以中央的兩子山為中心，向外以放射狀延伸出山谷與山脈，因此轄區內主要的市區都位於各山谷間河川及出海口附近。
阿久根市,32.01667,130.21667,九州,"阿久根市位於日本九州的城市阿久根市是位於日本鹿兒島縣西北部的城市。城市名稱是由島津氏分家薩州家第一代當主島津用久所命名。
主要產業是農業和漁業，特產包括柚子、凸頂柑、奇異果、香菇、沙丁魚，其中的柚子據說是在18世紀從中國傳入的。"
高鍋町,32.13111,131.5,九州,高鍋町位於日本九州的城鎮高鍋町是位於日本宮崎縣中部的一個城鎮，屬兒湯郡。為宮崎縣內面積最小的行政區。
築上町,33.65,131.05,九州,"築上町位於日本九州的城鎮築上町是位於福岡縣東北部的一個城鎮，於2006年1月10日由築上郡椎田町、築城町合併而成。轄區北部位於京都平原，南部與筑紫山地相接，主要市區位於築城車站與椎田車站前。
町名源自郡名「築上郡」。"
津久見市,33.06667,131.86667,九州,津久見市位於日本的城市津久見市是位於日本大分縣東海岸津久見灣週邊的一個城市，轄區分布於長目半島南側以及四浦半島的北側。豐後水道上的保戶島、地無垢島、沖無垢島與都屬於津久見市的轄區。
垂水市,31.52278,130.75944,九州,查看以下內容的搜尋結果：垂水市 (位於日本九州的城市)人口： 1.485 萬 (2017 年 4 月 1 日)都/道/府/縣： 鹿兒島縣
長洲町,32.93333,130.45,九州,長洲町位於日本九州的城鎮長洲町是位於日本熊本縣西北部靠有明海的一個城鎮，屬玉名郡。沿海地區有一部分是在江戶時代以圍墾產生的海埔新生地，也因此轄區內地勢低平，僅東部較為內陸的部分有些許丘陵地。
西之表市,30.68333,131.01667,九州,九州日本鹿兒島縣西之表市附近南九州酒販（株） 種子島支店 5.0  (1) 批發商 · 15602-3 Nishinoomote九州電力（株） 熊毛営業所・コールセンター 4.0  (1) 電力公司 · 211-1 Kamomecho九州勞動金庫 種子島分行   沒有任何評論 銀行 · 5-3 Tenjincho於 上午9:00 營業更多地點
蘆屋町,33.9,130.66667,九州,蘆屋町位於日本九州的城鎮蘆屋町是位於北九州市西側的一個城鎮，屬遠賀郡。轄區位於遠賀川河口兩岸，但西岸大部分地區屬於航空自衛隊蘆屋基地，加上遠賀川的水域面積，全町實際上的可居住面積約只有7.37平方公里。
大崎町,31.44222,130.9775,九州,提示： 只顯示繁體中文搜尋結果。你可以在使用偏好中指定搜尋語言
嘉手納町,26.36167,127.75528,九州,九州日本沖繩縣嘉手納町附近嘉手納バス停   沒有任何評論 學校 · 65 KadenaKadena Field 4.0  (21) 跑道 · 875番地 Yara營業至 下午10:00
本部町,26.65806,127.89806,九州,"九州日本九州附近サッポロビール九州本部   沒有任何評論 電子產品製造商 · 7-20 Gionmachiサッポロビール 九州本部 3.0  (1) 啤酒經銷商 · Gionmachi, 7−20 博多祇園センタープレイス6F中小企業基盤整備機構（独立行政法人）九州本部経営支援課(中小機構九州)   沒有任何評論 協會或機構 · 4-2 Gionmachi更多地點"
川棚町,33.06667,129.86667,九州,川棚町位於日本九州的城鎮川棚町是位於日本長崎縣中部的城鎮，屬東彼杵郡。
苓北町,32.5,130.05,九州,苓北町苓北町是位於日本熊本縣西部，天草群島西北部的一個町，屬天草郡。由於過去天草群島被稱為「苓州」，此地又位於「苓州」的北部，因此命名為「苓北」。
和泊町,27.4,128.64917,九州,和泊町位於日本沖永良部島的城鎮和泊町是鹿兒島縣轄下位於沖永良部島東部的一個城鎮。屬大島郡。
知名町,27.35,128.56667,九州,九州日本鹿兒島縣知名町附近九州電力(株) 新知名発電所 2.0  (1) 公司辦公室 · 1873 China九州農政局沖永良部農業水利事業所 1.0  (1) 政府辦事處 · 85 China新知名発電所 2.0  (1) 公司辦公室 · China更多地點
龍鄉町,28.41056,129.58028,九州,"龍鄉町- 维基百科，自由的百科全书https://zh.wikipedia.org › zh-tw › 龍鄉町龍鄉町（日语：龍郷町／たつごうちょう Tatsugō chō */?，琉球語：龍郷／タチゴ Tacigo）是鹿 ... 地方, 九州地方. 都道府縣 ... 1975年2月10日：改制為龍鄉町。
町樹: 琉球松
町花: 緋寒櫻
郡: 大島郡
都道府縣: 鹿兒島縣"
